revenge,报复，复仇：retaliating；为...复仇：retaliating in kind,
prescription,规定，传统的规矩：rule,
beholden,欠他人人情的：owing gratitude,
lullaby,催眠曲：song lull sleep；使镇静，使安心：free from distress,
relentless,残酷的，无情的：no abatement or severity；固执的，不肯妥协的：yielding in one’s purpose,
disarray,"混乱，无秩序：lack order；使混乱：undo order, arrangement",
tempestuous,突然的，剧烈的：sudden or violent,
placate,（通过让步以）平息抚慰：lessen the anger,
arid,干燥的：little or no precipitation；无趣的，无聊的：lack of interest,
sham,欺瞒：deceitfulness；掩饰，假装：present a false appearance；虚假的：fake,
fantasy,幻想：imaginative fiction；产生幻想：form a mental picture,
canny,精明的，聪明的：careful and shrewed,
levity,轻浮：frivolity,
rant,"（尤指长时间的）训斥，责骂：angry scolding；怒吼：noisy, angry or violent manner",
summit,顶点：highest point,
institute,创立，制定：establish；机构：organization,
stultify,使无效，抑制：render futile,
conundrum,"无法解决的问题，迷：insoluble, dilemma",
gawky,（举止）笨拙的：inability to move in a graceful manner,
pivotal,最关键的，最为重要的：greatest possible importance,
implacable,固执的：sticking to an opinion；无法平息的：not capable of being appeased,
discretion,"谨慎：discreet, circumspection；自制，节制：checking",
coagulate,"（使）凝结，（使）变稠：coherent, clot",
proficient,熟练的，精通的：advanced competence,
consonant,和谐一致的：in agreement,
crutch,支撑，支柱：supports,
negligent,疏忽大意的：failing care,
humiliate,羞辱，使丧失尊严：to a lower position,
autonomy,政治上的独立：self-governing; 自我主导的自由，（尤其是）精神独立：independence,
beseech you,（急切地）恳求：beg,
aggrieve,"使苦恼，使悲痛：pain, trouble, distress",
revoke,撤回，宣告无效：annul,
frothy,用轻薄材料制作的：light；（内容等）快乐轻佻、不严肃的：gaily frivolous,
rostrum,讲坛，演讲坛：stage speaking,
repudiate,否认：declare not to be true；拒绝接受：unwillingness to accept,
extrapolate,（通过逻辑）判断：form an opinion through reasoning ,
presage,征兆：sign or warning；预示，预言：predict,
pessimistic,悲观的：take the gloomiest possible view,
purlieu,常去的地方：socializing；临近的地区：adjoining region,
voluble,健谈的，多话的：ready speech,
mandatory,强制的：forcing compliance,
deadlock,僵局：a state of inaction or neutralization；使陷入僵局，使停顿：to a deadlock,
respite,间歇，休息：rest,
travesty,拙劣的，嘲弄性模仿：exaggerated imitation,
speculate,推测，揣测：take to be true；投机倒买：from market fluctuations,
forestall,预先阻止：prevent beforehand,
cynic,愤世嫉俗者：selfishness,
rejoice,欣喜，喜悦：feel joy,
embezzle,盗用：appropriate,
bootless,无用的：useless,
coarse,粗糙的，表面不平整的：not smooth；（声音）刺耳的，粗声粗气的：rough in tone；粗俗的：lacking refinement；（质量）低劣的：inferior quality,
intuitive,直觉的：by intuition,
exploit,英雄行为：notable act；最大程度地利用：employ,
bedeck,装饰，点缀：make more attractive,
piddling,微不足道的：trifling or trivial,
excoriate,严厉批评：criticize harshly publicly,
negotiate,商量，谈判：by mutual agreement；谋划：plan out,
obscure,"含义模糊的：not clearly, veiled, uncertain meaning；平凡的，不知名的：famous；使模糊：indistinct",
inalienable,不可剥夺的，不能让与的：cannot be transferred,
lambaste,严厉斥责：scold sharply,
hike,（使）上涨：rise up to a higher place or position,
aspect,外表，容貌：appearance,
chaff,开玩笑：make jokes,
temerity,有效的，显著的：effective,
pucker,撇（嘴），（使）收缩：contracted,
sonnet,十四行诗：14-line verse form,
contiguous,接壤的，相邻的：sharing an edge,
ascetic,"苦行的，克己的，禁欲的：self-denial; 禁欲者：person, self-discipline",
categorical,"没有例外的，无条件限制的，绝对的：without, qualification, absolute",
anomalous,"不普通的,不平常的：out, ordinary; 反常的，不正常的：departing",
hovel,茅屋：small wretched dirty,
census,"人口普查：survey, population",
carp,"对小事吹毛求疵，挑剔，表现不满：peevish criticism, objections, express dissatisfaction, tiresomely",
nonplus,使迷惑，使困窘：perplex,
obsequious,谄媚的，奴性的：fawning attentiveness,
slack,松弛的：not tightly fastened；疏忽的，大意的：failing to give proper care,
aversion,非常讨厌，极厌恶：dislike; 令人厌恶的事物：someone that is hated,
improvise,即兴而作：perform with little or no preparation,
credit,信任，信赖：mental conviction of the truth；表扬，赞扬：acknowledgment or admiration,
unwitting,"不知道的，未觉察的：unware；偶然的，并非有意的：by chance, not intended",
montage    ,大杂烩：collection,
corrosive,腐蚀性的：destroy slowly；讽刺性的：sarcastic；,
illustrious,著名的，杰出的：distinguished,
debunk,揭穿…的真面目：true nature；证明…为假：false,
catastrophe,大灾难：tragedy; 彻底的失败：utter failure,
truculent,尖酸刻薄的：harsh insulting；好战的，好斗的：eagerness to fight,
fraught,充满的：full；令人忧虑的：emotional distress,
infuse,激怒：make furious,
lull,相对平静时期，间隙：momentary halt；使镇静，使安心：free from distress,
harass,烦扰：irritate persistently；耗尽…的体力：use up,
acrimonious,刻薄的，充满仇恨的：deep-seated resentment,
accede,"赞成：approval, consent; 就任，就职：come into an office",
primp,精心打扮：adorn finicky,
dissolute,"放荡的，无节制的：restraint, indulging",
barren,"不育的：incapable, producing; 不产生结果的，无效的：no results; 贫瘠的：deficient; 极度匮乏的：lacking",
decadent,堕落的，腐败的：lowered moral character；放纵的人：devoted to luxury and sensual pleasures；道德上堕落的人：moral decay,
flatter,拍马屁，奉承，讨好：praise excessively；自我感觉良好：think highly of；使显得更漂亮：show advantageously,
absurd,不合理的：unreasonable,
glower,怒目而视：stare with anger,
traverse,横穿：pass across,
repeal,撤销，废除（法律等）：rescind or annul；宣布与…决裂：refuse to recognize,
dally,虚度时光：doing nothing；玩乐：amusement；慢吞吞，磨磨蹭蹭：slowly,
mesmeric,催命的，催眠术的：mesmerism；令人着迷的，难以抗拒的：attracting,
futile,无效的，无用的：ineffective；不严肃的：lacking in seriousness,
careworn,"忧心忡忡的，焦虑的：grief, anxiety",
palliate,平息，减轻：less severe intense,
frosty,寒冷的：low temperature；无强烈情感的，冷淡的：lacking in friendliness or warmth ,
sprightly,活泼的，充满活力的：full of vitality,
unremitting,连续不断的：without any interruptions,
epigram,机智的短诗，警句：short witty,
pervade,弥漫，充满：throughout,
premeditate,预先考虑：consider beforehand,
tedious,"冗长乏味的：tiresome, dullness, boring",
roster,值勤表，花名册：list of personnel,
lampoon,讽刺：harsh satire,
catholic,普遍的，包容的：not limited or specialized,
flourish,茂盛，繁荣：achieve success；装饰：ornamentation,
mire,困境：difficult situation；使陷入困境，拖后腿：hold back,
regimen,（政治上的）统治：lawful control,
pliable,易弯曲的，柔软的：supple；易受影响的，温顺的：easily influenced,
heterodox,非正统的，异端的：unorthodox opinions,
synopsis,"摘要，概要：outline, abstract, summary",
etch,蚀刻；留下深刻印象，铭记：produce a vivid impression,
magnificent,壮丽的：strikingly impressive,
hasty,轻率的：superficial excessive or careless speed,
laconic,"简洁（以至于显得粗鲁或难以理解的）：minimum of words, concise",
polemic,争执：argument,
exterminate,根除，消灭：killing off,
annul,"宣告无效，取消：legally invalid; 抵消：balance, ineffective",
chaos,"混乱：disorder, confusion",
outlandish,"古怪的，奇异的：out of the ordinary, bizarre",
pry,"刺探，打听：inquire closely, curiously；",
obfuscate,"使困惑，使模糊：confused, opaque",
enamel,装饰,
affliction,痛苦，悲伤，折磨：great suffering,
verbose,冗长的，啰嗦的：more than necessary,
pertain,有关联的：have a relation,
indulgent,（对己）放纵的，（对他人）纵容的：given to indulgence,
serried,密集的：little space,
detritus,"废品，碎屑，遗骸：product disintegration, destruction, debris",
enact,制定或颁布（法律）：establish,
dolt,笨蛋：stupid,
chronic,"经常发生的，复发的：frequent recurrence;习惯性的，不可能改变的：not likely, change",
presumptuous,放肆的，冒昧的：overstepping bounds；傲慢的：feeling of superiority,
earshot,听力所及的范围：range hear,
hasten,"促进：speed-up, accelerate",
sinew,活力，力量：vigorous strength,
bumptious,专横傲慢的，自以为是的：superiority,
miserly,吝啬的：penuriousness,
arcane,"（语言）晦涩的，隐晦的：veiled, uncertain；深奥的，难以理解的：difficult to understand",
vilify,诽谤，辱骂：utter slanderous statements,
heinous,可憎的，十恶不赦的：hatefully,
baffle,挫败，阻挠：frustrate or check；使疑惑：mental uncertainty,
prude,过分正经的人：一个过分关心自己是否得体、谦逊、或正确的人：greatly concerned seemly behavior and morally,
sanguine,乐观的，确信的：free from doubt；面色红润的：healthy reddish,
incursion,入侵：hostile entrance,
discombobulate,"使不安，使混乱：upset, confuse",
solder,连接，联合：unite,
condescending,摆出高人一等的姿态的：patronizingly superior,
paucity,少量，缺乏：dearth,
levelheaded,明智的：sensible,
paroxysm,（感情、动作的）突发：outburst；（政治、社会领域呃）大动荡：disturbance,
bathetic,平凡的，陈腐的：commonplaceness,
intemperate,无节制的，极端的，不温和的：not temperate,
oust,免职：remove from；驱逐：drive out,
provoke,激怒：incite anger；驱使，激起：stir feeling,
fortify,加固，鼓励：give physical strength；做好心理准备：prepare mentally,
scribble,潦草地书写，乱写：meaningless,
footloose,无拘无束的，自由的：having no attachments,
oxymoron,矛盾修饰法：combination contradictory,
brevity,简短，简洁：shortness; 精炼：few words,
stipple,（雕刻时）点刻，用点标记：mark with small spots,
modicum,少量：small portion,
herald,告知，宣布：make known；预示，预兆：indication of beforehand,
propensity,倾向，癖好：inclination,
practitioner,职业人士：profession,
sedentary,固定不动的：not migratory,
inferno,大火：fire；地狱：resembles hell,
bromide,陈词滥调：hackneyed,
bravura,优秀演技（的）：brilliant,
dour,闷闷不乐的，死气沉沉的：gloomy；严厉的：harsh,
dominant,处于支配地位的：controlling others；（基因）显性的：genetic dominance,
commonsensical,"符合常识的，有依据的：common sense, sound",
unruly,难驾驭的，不守规矩的：difficult to discipline,
indigent,贫穷的：lacking money,
shipshape,井然有序的：order,
absent,未出现的，缺乏的：not present；不专心的，走神的：lost in thought,
flit,快速或突然地经过：pass quickly,
feign,制造假象，装出…的样子：give a false appearance,
downplay,轻描淡写：，不予重视：minimize significance,
glutinous,胶状的粘的：glue,
instate,任命：establish rank,
expurgate,净化（书等），删去（不当处）：remove,
perspicacious,极敏锐的，有洞察力的：penetrating mental discernment,
voracious,有很大食量的，贪吃的：huge appetite；贪婪的，如饥似渴的：insatiable,
moribund,即将结束的，垂死的：approaching death；即将过时：obsolete,
vicious,凶恶的，恶毒的：desire to inflict；猛烈的：violence or ferocity,
torpid,麻木的，没有知觉的：sensation；迟钝的，行动迟缓的：slow,
aloft,在空中：in flight,
colossal,"巨大的：size, degree, immense",
salutation,致敬，打招呼（表示欢迎和礼貌）：greeting；赞扬：praise,
swindle,欺骗，骗取：cheat,
affinity,喜欢，倾向：attraction,
pleat,打褶：fold,
salutary,有益健康的：promoting health；有利的，利好的：promoting well-being,
amenity,"（环境、设备等的）舒适，人性化：comfort; 融洽，和谐：pleasant, agreeable",
coalesce,"合并，融合：whole, fuse",
deign,（不情愿地）屈尊，俯就：condescend reluctantly,
pittance,少量津贴：small portion,
self-abasement,自卑，自谦：humiliation,
dike,堤坝，水坝：control or confine water；水沟，水渠：long narrow channel,
disjunctive,分离的：breaks disunity,
advert,引起注意，提到：refer,
sanctify,使神圣，将...敬为神：make holy,
exotic,外来的，不同寻常的：unusual,
mime,模仿：model,
ratify,（官方地）认可，批准：official acceptance,
irate,极其愤怒的：extremely angry,
revolt,使厌恶，使反感：fill with disgust；反叛：renounce allegiance,
fetid,恶臭的：offensive smell,
antipathy,"厌恶，反感：aversion, dislike；令人反感的事物：objection of aversion",
incessant,无间断的：without interruption,
quarry,采石场：stone is obtained；目标，猎物：pursuit,
proselytize,（使）改变信仰：change religious faith,
renovate,修复，维修：restore；使重获新生，使焕然一新：bring back to life,
bravado,假装勇敢：pretense; 虚张声势：swaggering,
machination,阴谋诡计,
scurvy,下流的，让人鄙视的：contemptible,
tatty,破旧的，褴褛的：shabby,
doyen,有经验的人，资深人士：knowledge experience；（加入时间较长的）高级会员：senior member,
sloppy,邋遢的，不整洁的：lacking neatness；混乱的：lacking in order,
scads,许多，大量：large number,
cramped,狭小的，狭窄的：small,
temperate,（言行举止）有分寸的：avoiding extremes；有节制的：restraint,
procrastinate,（因为懒散）拖延：put off laziness,
intangible,无法感知的，无形的,
retribution,报酬，报应：reward or punishment,
riot,喧闹，暴乱：public violence,
halcyon,宁静的，平静的：free from；繁荣的，丰富的：affluent,
veer,（使）转向，（使）改变航线：change direction,
unctuous,"油嘴滑舌的，谄媚的：flattering；夸张的，做作的：affected, exaggerated",
monopolize,垄断，主宰：complete control,
finale,终场，结局：closing part,
imbroglio,困境，复杂的局面：complicated situation；纷争：angry expression of differing opinions,
teeming,大量的：great numbers,
gourmand,嗜食者，大胃王：excessively fond of eating,
paranoid,多疑的，对他人极端恐惧和怀疑的：extreme fear of distrust,
baffling,令人疑惑的，难以理解的：hard to comprehend,
figurative,比喻的：denoting another,
belabor,"（当众）严厉批评：criticize; 就···作过度的说明，喋喋不休：explain, excessively",
sumptuous,豪华的，奢侈的：extremely luxurious,
bargain,协议：agreement; 讨价还价：negotiate,
edifice,大厦；大建筑物：massive structure；基础，基本结构：basic form,
decorum,"礼仪，得体：appropriateness, propriety",
prairie,大草原：treeless grassland,
stodgy,平庸的，乏味的：dull；非常守旧的：old-fashioned,
depravity,"道德败坏：immoral, harmful or offensive",
lenient,宽大仁慈的：merciful,
heartrending,令人心碎的：sorrow distress,
pseudonym,假名，笔名：fictitious,
veteran,"老兵；有丰富经验的人：knowledge through long experience；经验丰富的，资深的：knowledge, experience",
antiquated,古老的，过时的：out of style,
saunter,闲逛，漫步：by foot,
antedate,比...早，早于：earlier date,
diplomatic,使用策略的，机智的：tact,
sly,狡猾的：clever or cunning；隐秘的，偷偷的：acting in secret,
curt,"言词简略的，直接（以至显得粗鲁）的：direct, brief, and potentially rude；言简意赅的：convey much information",
mash,面具，伪装：display insincere；伪装，掩饰：disguise,
ethos,道德准则：code of good conduct,
ignominy,耻辱：lost the esteem,
wayward,刚愎自用的，不服管束的：following one's own inclinations,
deplete,耗尽，使衰竭：make complete use,
grandstand,为了给人留下印象而表演，哗众取宠：impress,
debark,"（使）下船（飞机、车等）；卸（客、货）：unload, from a ship or an airplane",
figment,虚构的事物，幻觉：made up,
nadir,最低点：lowest point,
compliant,顺从的：submissive,
condign,应得的，恰当的：deserved,
charlatan,骗子，装懂的人：fraudulent,
drench,使湿透，浸透：wet thoroughly,
nil,不存在，零：nothing,
ephemeral,短暂的：very short time,
slight,不重要的：deficient in weight；轻微的：small in degree；轻蔑，看不起：treat with disdain；忽略，疏忽：fail to give proper attention,
flag,旗帜，象征：symbol；变得衰弱：become feeble,
sublime,崇高的，庄严的：high moral；（因为杰出、尊贵、美丽等而）令人惊叹的：inspire awe,
epithet,外号，绰号：descriptive name,
irk,令人烦恼的事物：source of irritation；使烦恼，使厌倦：irritating,
lionize,追捧，把...捧为名人：celebrity,
misapprehension,错误的理解、判断：failure to understand；wrong judgment,
placid,宁静的，风平浪静的：free from storms；冷静的，淡定的：free from agitation,
jejune,无趣乏味的：not interesting；幼稚的：annoying qualities children,
stammer,口吃，结巴：speak with pauses,
concentrate,集中：focus；浓缩：less dilute；聚集：together,
amble,"漫步，闲逛：walk slowly, leisurely, stroll",
glut,使过量，使充满：beyond capacity,
substantiate,证实：support with proof；使实体化：give material ,
shred,少量：small amount,
buoy,使充满勇气和力量，使振作：courage or strength,
abnegate,否认：deny，renounce；投降，放弃，交出（权力等）：surrender，relinquish,
demanding,难以取悦的，难满足的：satisfied；费时间花心思的：requiring careful attention,
perforate,打孔，穿透：make a hole,
correlate,使...相关联：mutual or reciprocal relation,
strand,绳，线之一股：single filament；遗弃，使置之困境：leave in a unfavorable place,
sound,牢固的，不可动摇的：withstand stress without structural damage；健康的，强壮的：free from injury；（逻辑）上严谨的：valid reasoning,
schism,不一致：lack of agreement,
drizzle,（下）细小、轻柔、似雾的雨，毛毛雨：misty rain,
dubious,"充满不定性的，值得怀疑的：uncertainty, questionable；（对事实等）持怀疑态度的：not feeling sure；迟疑不决的，不愿行动的：slow to begin because of doubts",
sprawl,杂乱无序地发展；蔓生，蔓延：irregularly,
ineluctable,无法逃避的，必然的：not to be avoided,
offbeat,不平常的：different from generally found,
prologue,序言：preface,
consequence,结果：produced by cause；重要性，价值：importance,
caustic,"腐蚀性的：destroying, eating away; 挖苦讽刺的，刻薄的：incisive sarcasm",
green,无经验的：deficient experience,
veracious,诚实的，说实话的：telling the truth；精确的，准确的：precise,
syllogism,"由一般到个别的推理，演绎：reasoning, deduction",
spoof,轻松幽默的模仿，小恶搞：exaggerates for comic effect；诱骗，诱使相信：believe what is true,
scion,子孙：descendant,
raffle,"垃圾，废物：discarded, useless",
donor,捐赠人，给体：donates,
dogma,教条，信条：doctrine stated authoritatively,
vaccinate,预防接种疫苗：produce immunity,
anathema,诅咒：curse,
eclipse,下降，衰退：lower state；使声望下降，使黯然失色：diminish importance；（在数量、品质上）超越：be greater,
macabre,恐怖的：horror of death,
calumniate,诽谤，造谣，中伤：false statements,
synergic,合作的：cooperating,
credence,坚信：firm brief,
sop,安慰物：placate or soothe；贿赂，回扣：improperly influence a person's conduct；浸湿，湿透：wet thoroughly,
confront,直接对抗，直面：face to face,
manuscript,手稿：written by hand,
ramshackle,摇摇欲坠的：ready to collapse,
arrogance,傲慢，自大：overbearing pride,
padding,夸张，废话：go beyond the facts,
recuperate,恢复（健康或力量），康复：recover health,
ethics,道德规范：governing conduct,
skirt,界限，边界：marks the outer limit；绕行，避开：go around,
mendacious,撒谎的，虚假的：lies,
procure,获得，取得：get possession,
slur,"耻辱：mark of guilt；含糊地发音：indistinctly；疏忽，忽略：without due, consideration",
dissonance,（音调）不和谐，刺身；不一致，分歧：disagreeable,
quell,压制：suppress；使平静，使安静：pacify,
lamentable,值得惋惜的，悲哀的：deplorable,
dexterous,"动作灵活的：ready, skilled；头脑灵活的：mentally adroit, skillful",
nefarious,极坏的，邪恶的：wicked,
foster,促进，鼓励，培养：help the growth；养育：bring to maturity,
latitude,（行动或言论）自由：freedom,
stereotype,"成见，老套的理念：conventional, formulaic, and oversimplified opinion",
snare,无法逃脱的困境：catches and holds；捕捉：capture by,
cleave,紧贴，坚持：adhere；分隔，割裂，劈开：divide,
delve,探究，钻研：detailed search for information,
hoax,欺骗：cause to believe untrue,
limp,柔软的，松散的：lacking firm；软弱的，没有精神的：lacking strength；跛行，艰难地行走：haltingly or unsteadily,
dissipate,"驱散：drive away, disperse；浪费：wastefully, squander；放纵：indulge, intemperate",
jibe,意见一致：agree,
complacency,"自满，无忧患意识：self-satisfaction, unawareness of trouble",
counterpart,（地位、功能）对等的人或物：same function or characteristics,
awe,"敬畏：dread, veneration, wonder",
chide,责备：scold mildly,
halfhearted,不感兴趣的，不热情的：lacking heart,
laborious,"勤奋的：industrious；费力的：long, hard work",
ensconce,安置：settle securely；隐藏：hiding,
effete,衰弱的，衰落的：depleted；缺乏信念的，懦弱的：lacking strength of will,
wrangle,纷争，争端：differing opinions；争吵：quarrel,
content,使满足：appease；主题：major subject of interest；内容，内涵：idea that is conveyed,
preclude,预先阻止：make impossible in advance；排斥：exclude,
insolent,粗野的，无礼的：rude,
fluster,使慌乱：put into agitated confusion,
lyric,（可以哼唱的）小曲：musical composition；如诗歌般流畅优美的：suggestive of poetry or music,
sip,（尤指小口地）喝：swallow in liquid form,
explicate,解释，说明：detailed explanation,
groggy,虚弱的，（走路）不稳的：weak and unsteady；无法思考的，头脑不清的：not able to think or move,
confluence,汇合，混合：together same,
restrain,"限制，控制：limit, restrict ",
yokel,乡下人，天真纯朴的人：inhabitant of a rural area,
acknowledge,承认：admit concede,
mockery,鄙视，嘲弄：ridicule；以嘲笑为目的的模仿：derisive imitation,
punctilious,注意细节的，一丝不苟的：attentive details,
constringe,使紧缩：draw together,
salubrious,有益健康的：promoting health,
variegated,杂色的，斑驳的：different colors,
polished,有教养的：high degree of refinement；擦亮的：shiny,
nurture,提供营养：nourishment；培育，培养：provide with understanding,
fraudulent,欺诈的：fraud,
gorge,峡谷：canyon；狼吞虎咽：eat greedily,
maven,专家：experienced,
predecessor,前任，先辈：previously occupied,
discompose,"使不安：disturb composure, perturb；使混乱：undo order, arrangement",
dabble,涉猎，对…浅尝辄止：superficially,
strike,攻击：force or violence；铸造（奖牌）：form by stamping；击打：deliver a blow；袭击，攻击：violent action；撞击：forceful contact,
annex,裙楼，副楼：auxiliary building；添加，合并：join；吞并，夺取（土地等）：incorporate,
effluvium,难闻的气味：offensive smell；没有的副产品，废品：by-product waste,
cachet,同意：approval; 声望：prestige,
impudent,放肆大胆的，无礼的：boldness or disregard,
countermand,取消，撤销：revoke,
sapient,"聪明的，有洞察力的：deep understanding, intelligent",
grandiose,自命不凡的，浮夸的：grandeur；宏大的：greatness,
gloat,幸灾乐祸，自鸣得意：self-satisfaction,
agreeable,令人愉悦的：pleasing to the mind or senses；随和的：easygoing and pleasing manner；相一致：in harmony,
parsimonious,过度节俭的，吝啬的：stinginess,
egoistic,利己的，以自我为中心的：centered in oneself,
expedition,动作迅速：speed,
release,排放：give off；释放，使获得自由：set free；解雇：let go from office,
foil,挫败：prevent from being successful,
jargon,行业术语：specialized or technical language,
meteoric,流星般迅速而短暂的：brevity,
terminology,专业术语：special terms or expressions,
movement,运动：moving,
barricade,"障碍物：obstruction, rampart; 用障碍物阻止通过：prevent access",
feisty,好斗的，好争论的：aggressiveness,
zealot,狂热者：a fanatical partisan,
rapport,和睦，友好：friendly relationship,
hearten,"给予鼓励，鼓舞：give strength courage, encourage",
rustic,乡下人，头脑简单的人：awkward or simple person；乡村的：open areas with few buildings；粗俗的：lacking polish,
stigmatize,使蒙上污名：disgraceful or ignominious,
eclectic,混合的，多元化的：from various sources,
meretricious,艳俗的，俗气的：vulgar manner,
conspicuous,显而易见的；吸引人的：obvious,
inanimate,无生命的：not living,
chary = prudent,非常谨慎的：cautious,
recant,撤回，放弃，改变：withdraw a statement,
suture,缝合：joining,
edible,可食用的：eaten,
plangent,轰鸣的：loud sound；凄凉的，哀伤的：plaintive,
consent,同意：approval ,
dependable,可靠的，值得信赖的：depended on,
mottle,标记上杂色斑点：mark spots,
tractable,易驾驭的，温顺的：giving in,
obedient,服从的，顺从的：submissive authority,
piquant,辛辣开胃的：pungent taste；令人振奋的：provocative,
esoteric,深奥难懂的：difficult to understand；少数人知道的：not known by the general,
provident,"节俭的：frugal, economical；有远见的：awareness for the future",
daredevil,大胆鲁莽的（人）：foolishly；不考虑后果的：a lack of concern for the consequence,
iconoclast,特立独行的人：not conform accepted standards,
repute,（尤指好的）名声，名誉：good reputation,
comely,"漂亮的，吸引人的：pleasing, wholesome, attractive",
dated,过时的：passed its time of use,
pan,严厉批评：harsh criticism,
strident,刺耳的：harsh sound,
elastic,有弹性的：resuming shape；能（迅速从伤痛中）恢复的：recovering from depression,
stunt,阻碍（成长）：hinder growth,
motivate,刺激，激发：provide incentive,
abominate,憎恶：abhor,
stasis,平衡，停滞：balance,
cherubic,天使般可爱的：rosy,
glide,"轻松地行动，轻松地通过：smoothly, continuously, effortlessly",
fatigue,疲惫：weariness or exhaustion；（让人厌倦的）苦差事：causes weariness,
ridicule,嘲笑：make fun,
expansive,"广阔的：great expanse；健谈的，外向的：open, talkative, effusive",
vaporize,使（液体）蒸发：convert by heat；彻底消灭：destroy,
stringent,紧绷的：tight；严格的：marked by rigor,
impeccable,无罪的：free from sin；无暇的，无可挑剔的：free from fault,
atone,赎罪，弥补：amends,
swear,咒骂：curse；宣誓：oath,
succor,救援，援助：aid,
attenuate,降低（数量、力量、价值）：lessen,
antithetical,完全对立的，相反的：direct and unequivocal opposition,
brittle = fragile,易碎的，脆弱的，易坏的：broken; 不热心的，不真心的：lacking in friendliness,
tiff,小争吵：petty quarrel,
sand,磨光：make smooth,
venom,毒液：poisonous matter；恶意，恶毒的用心：desire to cause pain,
censure,"公开表示反对，谴责：public, formal disapproval",
licentious,放荡的，性欲强的：lacking restraints,
plodder,行走缓慢的人：moves slowly ,
primordial,原始的，最初的：happening first,
distort,扭曲，歪曲：twist,
intermittent,间歇的，断断续续的：not continuous；不定期的：lacking regularity,
inconsequential,不合逻辑的：not following good reasoning；不重要的：no significance,
foible,小缺点：minor flaw,
wince,畏缩：shrink back from pain,
maudlin,过于感伤的：tearfully sentimental,
substitute,取代者，替代品：takes the place of another；取代，替代：take the place of ,
military,"军事的，军用的：soldiers, arms, or war",
swerve,突然改变方向：turn aside abruptly,
ribald,（举止、言语）下流粗鄙的：vulgar,
coda,终曲：concluding passage,
plagiarize,剽窃，抄袭：steal ideas,
timorous,胆小的：fearful,
byzantine,"错综复杂的：complicated, secretive, interrelated",
subliminal,下意识的，潜在意识的：below perception,
dispose,"使倾向于：tendency incline；处理掉（与of连用，dispose of）：get rid of, throw out；有序地布置：orderly",
discretionary,自主决定的：one’s own discretion,
arable,适合耕作的：growing of crops,
marvel,"令人惊奇的事物：surprise, admiration or wonder；（因为壮观、美丽等而）表示惊讶：feel amazement",
satiate,（使）饱足（的），过分满足（的）：satisfy fully,
sturdy,强健的，结实的：strengthen,
bale,痛苦，悲哀：sorrow,
apprise,通知，告知：inform,
refreshing,令人身心振奋的，提神的：renewing effect,
equivalent,等价的，相等的：equal,
somnolence,瞌睡，嗜睡：needing sleep,
jingoist,极端爱国激进分子（通常表现为好战的对外政策）：extreme nationalism belligerent,
thrill,强烈的兴奋感，快感：pleasurably intense stimulate；使兴奋，使激动：excitement,
stray,"漫无目的：lacking purpose；离群，迷途，偏离：move away, deviate",
scrutable,可以理解的：understood comprehensible,
aseptic,消毒的，无菌的：preventing infection; 缺乏活力的：lacking vitality; 冷漠的：lacking emotion,
penchant,嗜好，迷恋：strong inclination,
corporeal=carnal,肉体的：not spiritual；有形的，实体的：not immaterial,
obsess,迷住的，使困扰：haunt,
amenable,"顺从的，服从的：yield, submit",
scowl,皱眉（表现出不高兴）：expression displeasure,
garment,衣服：clothing,
slouch,懒人：lazy person；缓慢行走：move slowly,
elaborate,详细的，复杂的：complexity；详细阐述：in detail,
deleterious,有害的：harmful,
tint,涂浅色，微染：slight coloration to,
nerve,（坚强的）意志，勇气：power of endurance；给予勇气，鼓励：give courage,
syllabus,提纲，摘要；课文、演讲或研究课题的概要或提纲：summary,
despotic,专制的，暴虐的：tyrannical,
shrewd,精明的，机敏的：cleverness or judgment；刺骨的，强烈的：discomfort,
testy,"易怒的，暴躁的：easily annoyed, irritable",
rakish,放荡的，行为不检的：lowered moral character,
subvert,颠覆：overturn,
limpid,透明清澈的：transparent clearness；镇定的，淡定的：free from agitation,
applause ,鼓掌，认可：approval,
contagious,传染的：communicate；（情绪等）唤起共鸣的：exciting a similar feeling,
gush,（使）大量涌出：great volume；（使）情感强烈外溢：exaggerated display,
expiate,赎罪，纠正：extinguish the guilt,
pirate,盗版，盗用：without actual right；海岛：robber seas,
atrophy,萎缩，衰退：waste away,
crow,感到高兴：joy or triumph；自鸣得意：pride in one's own possessions,
illusory,幻觉的，虚幻的：illusion,
transcend,超越，超过极限：beyond the limits,
fable,寓言故事：story teach a basic truth；神话，传说：story of supernatural happenings；谎言，虚构：statement in order to deceive,
impunity,免责，免受处罚：freedom from punishment,
dart,突然移动，猛冲，狂奔：suddenly；公开侮辱：intended to hurt another’s feelings,
incentive,刺激，诱因：incites,
pore,仔细浏览，仔细研究：read or study attentively,
grumble,（尤指低声地）抱怨，埋怨：complain,
impotent,无生育能力的：unable to produce fruit；无力的，无能的：lacking in power,
coeval,同时代的，同龄的：equal age,
disciple,信徒，追随者：follower,
emancipate,解放，解除束缚：free,
resourceful,有创造力的，机智的：act imaginatively,
cavort,欢快地蹦跳或行走，雀跃：sprightly,
fertilize,使肥沃，使多产：make fertile,
fussy,谨慎的：involving great care；过分雕琢的：excessively decorated；挑剔的：hard to please,
myopic,缺乏远见的，缺乏辨别能力的：lack of foresight,
